,category,condition
1386,V45.3XXA,"Unsp car occ injured in clsn w rail trn/veh nontraf, init"
1387,V45.3XXD,"Unsp car occ injured in clsn w rail trn/veh nontraf, subs"
1388,V45.3XXS,"Unsp car occ injured in clsn w rail trn/veh nontraf, sequela"
1389,V45.4XXA,"Prsn brd/alit a car injured in clsn w rail trn/veh, init"
1390,V45.4XXD,"Prsn brd/alit a car injured in clsn w rail trn/veh, subs"
1391,V45.4XXS,"Prsn brd/alit a car injured in clsn w rail trn/veh, sequela"
1392,V45.5XXA,"Car driver injured in collision w rail trn/veh in traf, init"
1393,V45.5XXD,"Car driver injured in collision w rail trn/veh in traf, subs"
1394,V45.5XXS,"Car driver injured in clsn w rail trn/veh in traf, sequela"
1395,V45.6XXA,"Car passenger injured in clsn w rail trn/veh in traf, init"
1396,V45.6XXD,"Car passenger injured in clsn w rail trn/veh in traf, subs"
1397,V45.6XXS,"Car pasngr injured in clsn w rail trn/veh in traf, sequela"
1398,V45.7XXA,"Person outside car inj in clsn w rail trn/veh in traf, init"
1399,V45.7XXD,"Person outside car inj in clsn w rail trn/veh in traf, subs"
1400,V45.7XXS,"Person outsd car inj in clsn w rail trn/veh in traf, sequela"
1401,V45.9XXA,"Unsp car occ injured in clsn w rail trn/veh in traf, init"
1402,V45.9XXD,"Unsp car occ injured in clsn w rail trn/veh in traf, subs"
1403,V45.9XXS,"Unsp car occ injured in clsn w rail trn/veh in traf, sequela"
1404,V46.0XXA,"Car driver injured in clsn w nonmtr vehicle nontraf, init"
1405,V46.0XXD,"Car driver injured in clsn w nonmtr vehicle nontraf, subs"
1406,V46.0XXS,"Car driver injured in clsn w nonmtr vehicle nontraf, sequela"
1407,V46.1XXA,"Car passenger injured in clsn w nonmtr vehicle nontraf, init"
1408,V46.1XXD,"Car passenger injured in clsn w nonmtr vehicle nontraf, subs"
1409,V46.1XXS,"Car pasngr injured in clsn w nonmtr vehicle nontraf, sequela"
1410,V46.2XXA,"Person outsd car inj in clsn w nonmtr vehicle nontraf, init"
1411,V46.2XXD,"Person outsd car inj in clsn w nonmtr vehicle nontraf, subs"
1412,V46.2XXS,"Person outsd car inj in clsn w nonmtr vehicle nontraf, sqla"
1413,V46.3XXA,"Unsp car occ injured in clsn w nonmtr vehicle nontraf, init"
1414,V46.3XXD,"Unsp car occ injured in clsn w nonmtr vehicle nontraf, subs"
1415,V46.3XXS,"Unsp car occ inj in clsn w nonmtr vehicle nontraf, sequela"
1416,V46.4XXA,"Prsn brd/alit a car injured in clsn w nonmtr vehicle, init"
1417,V46.4XXD,"Prsn brd/alit a car injured in clsn w nonmtr vehicle, subs"
1418,V46.4XXS,"Prsn brd/alit a car inj in clsn w nonmtr vehicle, sequela"
1419,V46.5XXA,"Car driver injured in clsn w nonmtr vehicle in traf, init"
1420,V46.5XXD,"Car driver injured in clsn w nonmtr vehicle in traf, subs"
1421,V46.5XXS,"Car driver injured in clsn w nonmtr vehicle in traf, sequela"
1422,V46.6XXA,"Car passenger injured in clsn w nonmtr vehicle in traf, init"
1423,V46.6XXD,"Car passenger injured in clsn w nonmtr vehicle in traf, subs"
1424,V46.6XXS,"Car pasngr injured in clsn w nonmtr vehicle in traf, sequela"
1425,V46.7XXA,"Person outsd car inj in clsn w nonmtr vehicle in traf, init"
1426,V46.7XXD,"Person outsd car inj in clsn w nonmtr vehicle in traf, subs"
1427,V46.7XXS,"Person outsd car inj in clsn w nonmtr vehicle in traf, sqla"
1428,V46.9XXA,"Unsp car occ injured in clsn w nonmtr vehicle in traf, init"
1429,V46.9XXD,"Unsp car occ injured in clsn w nonmtr vehicle in traf, subs"
1430,V46.9XXS,"Unsp car occ inj in clsn w nonmtr vehicle in traf, sequela"
1431,V47.0XXA,"Car driver injured in clsn with statnry object nontraf, init"
1432,V47.0XXD,"Car driver injured in clsn with statnry object nontraf, subs"
1433,V47.0XXS,"Car driver inj in clsn with statnry object nontraf, sequela"
1434,V47.1XXA,"Car pasngr injured in clsn with statnry object nontraf, init"
1435,V47.1XXD,"Car pasngr injured in clsn with statnry object nontraf, subs"
1436,V47.1XXS,"Car pasngr inj in clsn with statnry object nontraf, sequela"
1437,V47.2XXA,"Person outsd car inj in clsn w statnry object nontraf, init"
1438,V47.2XXD,"Person outsd car inj in clsn w statnry object nontraf, subs"
1439,V47.2XXS,"Person outsd car inj in clsn w statnry object nontraf, sqla"
1440,V47.3XXA,"Unsp car occ inj in clsn with statnry object nontraf, init"
1441,V47.3XXD,"Unsp car occ inj in clsn with statnry object nontraf, subs"
1442,V47.3XXS,"Unsp car occ inj in clsn with statnry object nontraf, sqla"
1443,V47.4XXA,"Prsn brd/alit a car injured in clsn w statnry object, init"
1444,V47.4XXD,"Prsn brd/alit a car injured in clsn w statnry object, subs"
1445,V47.4XXS,"Prsn brd/alit a car inj in clsn w statnry object, sequela"
1446,V47.5XXA,"Car driver injured in clsn with statnry object in traf, init"
1447,V47.5XXD,"Car driver injured in clsn with statnry object in traf, subs"
1448,V47.5XXS,"Car driver inj in clsn with statnry object in traf, sequela"
1449,V47.6XXA,"Car pasngr injured in clsn with statnry object in traf, init"
1450,V47.6XXD,"Car pasngr injured in clsn with statnry object in traf, subs"
1451,V47.6XXS,"Car pasngr inj in clsn with statnry object in traf, sequela"
1452,V47.7XXA,"Person outsd car inj in clsn w statnry object in traf, init"
1453,V47.7XXD,"Person outsd car inj in clsn w statnry object in traf, subs"
1454,V47.7XXS,"Person outsd car inj in clsn w statnry object in traf, sqla"
1455,V47.9XXA,"Unsp car occ inj in clsn with statnry object in traf, init"
1456,V47.9XXD,"Unsp car occ inj in clsn with statnry object in traf, subs"
1457,V47.9XXS,"Unsp car occ inj in clsn with statnry object in traf, sqla"
1458,V48.0XXA,"Car driver injured in nonclsn trnsp accident nontraf, init"
1459,V48.0XXD,"Car driver injured in nonclsn trnsp accident nontraf, subs"
1460,V48.0XXS,"Car driver injured in nonclsn trnsp acc nontraf, sequela"
1461,V48.1XXA,"Car pasngr injured in nonclsn trnsp accident nontraf, init"
1462,V48.1XXD,"Car pasngr injured in nonclsn trnsp accident nontraf, subs"
1463,V48.1XXS,"Car pasngr injured in nonclsn trnsp acc nontraf, sequela"
1464,V48.2XXA,"Person outside car inj in nonclsn trnsp acc nontraf, init"
1465,V48.2XXD,"Person outside car inj in nonclsn trnsp acc nontraf, subs"
1466,V48.2XXS,"Person outside car inj in nonclsn trnsp acc nontraf, sequela"
1467,V48.3XXA,"Unsp car occupant injured in nonclsn trnsp acc nontraf, init"
1468,V48.3XXD,"Unsp car occupant injured in nonclsn trnsp acc nontraf, subs"
1469,V48.3XXS,"Unsp car occ injured in nonclsn trnsp acc nontraf, sequela"
1470,V48.4XXA,"Prsn brd/alit a car injured in nonclsn trnsp accident, init"
1471,V48.4XXD,"Prsn brd/alit a car injured in nonclsn trnsp accident, subs"
1472,V48.4XXS,"Prsn brd/alit a car injured in nonclsn trnsp acc, sequela"
1473,V48.5XXA,"Car driver injured in nonclsn trnsp accident in traf, init"
1474,V48.5XXD,"Car driver injured in nonclsn trnsp accident in traf, subs"
1475,V48.5XXS,"Car driver injured in nonclsn trnsp acc in traf, sequela"
1476,V48.6XXA,"Car pasngr injured in nonclsn trnsp accident in traf, init"
1477,V48.6XXD,"Car pasngr injured in nonclsn trnsp accident in traf, subs"
1478,V48.6XXS,"Car pasngr injured in nonclsn trnsp acc in traf, sequela"
1479,V48.7XXA,"Person outside car inj in nonclsn trnsp acc in traf, init"
1480,V48.7XXD,"Person outside car inj in nonclsn trnsp acc in traf, subs"
1481,V48.7XXS,"Person outside car inj in nonclsn trnsp acc in traf, sequela"
1482,V48.9XXA,"Unsp car occupant injured in nonclsn trnsp acc in traf, init"
1483,V48.9XXD,"Unsp car occupant injured in nonclsn trnsp acc in traf, subs"
1484,V48.9XXS,"Unsp car occ injured in nonclsn trnsp acc in traf, sequela"
1485,V49.00XA,"Driver injured in collision w unsp mv nontraf, init"
1486,V49.00XD,"Driver injured in collision w unsp mv nontraf, subs"
1487,V49.00XS,"Driver injured in collision w unsp mv nontraf, sequela"
1488,V49.09XA,"Driver injured in collision w oth mv nontraf, init"
1489,V49.09XD,"Driver injured in collision w oth mv nontraf, subs"
1490,V49.09XS,"Driver injured in collision w oth mv nontraf, sequela"
1491,V49.10XA,"Passenger injured in collision w unsp mv nontraf, init"
1492,V49.10XD,"Passenger injured in collision w unsp mv nontraf, subs"
1493,V49.10XS,"Passenger injured in collision w unsp mv nontraf, sequela"
1494,V49.19XA,"Passenger injured in collision w oth mv nontraf, init"
1495,V49.19XD,"Passenger injured in collision w oth mv nontraf, subs"
1496,V49.19XS,"Passenger injured in collision w oth mv nontraf, sequela"
1497,V49.20XA,"Unsp car occupant injured in clsn w unsp mv nontraf, init"
1498,V49.20XD,"Unsp car occupant injured in clsn w unsp mv nontraf, subs"
1499,V49.20XS,"Unsp car occupant injured in clsn w unsp mv nontraf, sequela"
1500,V49.29XA,"Unsp car occupant injured in clsn w oth mv nontraf, init"
1501,V49.29XD,"Unsp car occupant injured in clsn w oth mv nontraf, subs"
1502,V49.29XS,"Unsp car occupant injured in clsn w oth mv nontraf, sequela"
1503,V49.3XXA,"Car occupant (driver) injured in unsp nontraf, init"
1504,V49.3XXD,"Car occupant (driver) injured in unsp nontraf, subs"
1505,V49.3XXS,"Car occupant (driver) injured in unsp nontraf, sequela"
1506,V49.40XA,"Driver injured in collision w unsp mv in traf, init"
1507,V49.40XD,"Driver injured in collision w unsp mv in traf, subs"
1508,V49.40XS,"Driver injured in collision w unsp mv in traf, sequela"
1509,V49.49XA,"Driver injured in collision w oth mv in traf, init"
1510,V49.49XD,"Driver injured in collision w oth mv in traf, subs"
1511,V49.49XS,"Driver injured in collision w oth mv in traf, sequela"
1512,V49.50XA,"Passenger injured in collision w unsp mv in traf, init"
1513,V49.50XD,"Passenger injured in collision w unsp mv in traf, subs"
1514,V49.50XS,"Passenger injured in collision w unsp mv in traf, sequela"
1515,V49.59XA,"Passenger injured in collision w oth mv in traf, init"
1516,V49.59XD,"Passenger injured in collision w oth mv in traf, subs"
1517,V49.59XS,"Passenger injured in collision w oth mv in traf, sequela"
1518,V49.60XA,"Unsp car occupant injured in clsn w unsp mv in traf, init"
1519,V49.60XD,"Unsp car occupant injured in clsn w unsp mv in traf, subs"
1520,V49.60XS,"Unsp car occupant injured in clsn w unsp mv in traf, sequela"
1521,V49.69XA,"Unsp car occupant injured in clsn w oth mv in traf, init"
1522,V49.69XD,"Unsp car occupant injured in clsn w oth mv in traf, subs"
1523,V49.69XS,"Unsp car occupant injured in clsn w oth mv in traf, sequela"
1524,V49.81XA,"Car occupant injured in trnsp acc w military vehicle, init"
1525,V49.81XD,"Car occupant injured in trnsp acc w military vehicle, subs"
1526,V49.81XS,"Car occupant injured in trnsp acc w miltry vehicle, sequela"
1527,V49.88XA,"Car occupant (driver) injured in oth transport acc, init"
1528,V49.88XD,"Car occupant (driver) injured in oth transport acc, subs"
1529,V49.88XS,"Car occupant (driver) injured in oth transport acc, sequela"
1530,V49.9XXA,"Car occupant (driver) (passenger) injured in unsp traf, init"
1531,V49.9XXD,"Car occupant (driver) (passenger) injured in unsp traf, subs"
1532,V49.9XXS,"Car occupant (driver) injured in unsp traf, sequela"
1533,V50.0XXA,"Driver of pkup/van injured in clsn w ped/anml nontraf, init"
1534,V50.0XXD,"Driver of pkup/van injured in clsn w ped/anml nontraf, subs"
1535,V50.0XXS,"Driver of pkup/van inj in clsn w ped/anml nontraf, sequela"
1536,V50.1XXA,"Pasngr in pkup/van injured in clsn w ped/anml nontraf, init"
1537,V50.1XXD,"Pasngr in pkup/van injured in clsn w ped/anml nontraf, subs"
1538,V50.1XXS,"Pasngr in pkup/van inj in clsn w ped/anml nontraf, sequela"
1539,V50.2XXA,"Person outsd pkup/van inj in clsn w ped/anml nontraf, init"
1540,V50.2XXD,"Person outsd pkup/van inj in clsn w ped/anml nontraf, subs"
1541,V50.2XXS,"Person outsd pkup/van inj in clsn w ped/anml nontraf, sqla"
1542,V50.3XXA,"Occup of pkup/van injured in clsn w ped/anml nontraf, init"
1543,V50.3XXD,"Occup of pkup/van injured in clsn w ped/anml nontraf, subs"
1544,V50.3XXS,"Occup of pkup/van inj in clsn w ped/anml nontraf, sequela"
1545,V50.4XXA,"Prsn brd/alit pkup/van injured in clsn w ped/anml, init"
1546,V50.4XXD,"Prsn brd/alit pkup/van injured in clsn w ped/anml, subs"
1547,V50.4XXS,"Prsn brd/alit pkup/van injured in clsn w ped/anml, sequela"
1548,V50.5XXA,"Driver of pkup/van injured in clsn w ped/anml in traf, init"
1549,V50.5XXD,"Driver of pkup/van injured in clsn w ped/anml in traf, subs"
1550,V50.5XXS,"Driver of pkup/van inj in clsn w ped/anml in traf, sequela"
1551,V50.6XXA,"Pasngr in pkup/van injured in clsn w ped/anml in traf, init"
1552,V50.6XXD,"Pasngr in pkup/van injured in clsn w ped/anml in traf, subs"
1553,V50.6XXS,"Pasngr in pkup/van inj in clsn w ped/anml in traf, sequela"
1554,V50.7XXA,"Person outsd pkup/van inj in clsn w ped/anml in traf, init"
1555,V50.7XXD,"Person outsd pkup/van inj in clsn w ped/anml in traf, subs"
1556,V50.7XXS,"Person outsd pkup/van inj in clsn w ped/anml in traf, sqla"
1557,V50.9XXA,"Occup of pkup/van injured in clsn w ped/anml in traf, init"
1558,V50.9XXD,"Occup of pkup/van injured in clsn w ped/anml in traf, subs"
1559,V50.9XXS,"Occup of pkup/van inj in clsn w ped/anml in traf, sequela"
1560,V51.0XXA,"Driver of pkup/van injured in clsn w pedl cyc nontraf, init"
1561,V51.0XXD,"Driver of pkup/van injured in clsn w pedl cyc nontraf, subs"
1562,V51.0XXS,"Driver of pkup/van inj in clsn w pedl cyc nontraf, sequela"
1563,V51.1XXA,"Pasngr in pkup/van injured in clsn w pedl cyc nontraf, init"
1564,V51.1XXD,"Pasngr in pkup/van injured in clsn w pedl cyc nontraf, subs"
1565,V51.1XXS,"Pasngr in pkup/van inj in clsn w pedl cyc nontraf, sequela"
1566,V51.2XXA,"Person outsd pkup/van inj in clsn w pedl cyc nontraf, init"
1567,V51.2XXD,"Person outsd pkup/van inj in clsn w pedl cyc nontraf, subs"
1568,V51.2XXS,"Person outsd pkup/van inj in clsn w pedl cyc nontraf, sqla"
1569,V51.3XXA,"Occup of pkup/van injured in clsn w pedl cyc nontraf, init"
1570,V51.3XXD,"Occup of pkup/van injured in clsn w pedl cyc nontraf, subs"
1571,V51.3XXS,"Occup of pkup/van inj in clsn w pedl cyc nontraf, sequela"
1572,V51.4XXA,"Prsn brd/alit pkup/van injured in clsn w pedl cyc, init"
1573,V51.4XXD,"Prsn brd/alit pkup/van injured in clsn w pedl cyc, subs"
1574,V51.4XXS,"Prsn brd/alit pkup/van injured in clsn w pedl cyc, sequela"
1575,V51.5XXA,"Driver of pkup/van injured in clsn w pedl cyc in traf, init"
1576,V51.5XXD,"Driver of pkup/van injured in clsn w pedl cyc in traf, subs"
1577,V51.5XXS,"Driver of pkup/van inj in clsn w pedl cyc in traf, sequela"
1578,V51.6XXA,"Pasngr in pkup/van injured in clsn w pedl cyc in traf, init"
1579,V51.6XXD,"Pasngr in pkup/van injured in clsn w pedl cyc in traf, subs"
1580,V51.6XXS,"Pasngr in pkup/van inj in clsn w pedl cyc in traf, sequela"
1581,V51.7XXA,"Person outsd pkup/van inj in clsn w pedl cyc in traf, init"
1582,V51.7XXD,"Person outsd pkup/van inj in clsn w pedl cyc in traf, subs"
1583,V51.7XXS,"Person outsd pkup/van inj in clsn w pedl cyc in traf, sqla"
1584,V51.9XXA,"Occup of pkup/van injured in clsn w pedl cyc in traf, init"
1585,V51.9XXD,"Occup of pkup/van injured in clsn w pedl cyc in traf, subs"
1586,V51.9XXS,"Occup of pkup/van inj in clsn w pedl cyc in traf, sequela"
1587,V52.0XXA,"Driver of pkup/van inj in clsn w 2/3whl mv nontraf, init"
1588,V52.0XXD,"Driver of pkup/van inj in clsn w 2/3whl mv nontraf, subs"
1589,V52.0XXS,"Driver of pkup/van inj in clsn w 2/3whl mv nontraf, sqla"
1590,V52.1XXA,"Pasngr in pkup/van inj in clsn w 2/3whl mv nontraf, init"
1591,V52.1XXD,"Pasngr in pkup/van inj in clsn w 2/3whl mv nontraf, subs"
1592,V52.1XXS,"Pasngr in pkup/van inj in clsn w 2/3whl mv nontraf, sqla"
1593,V52.2XXA,"Prsn outsd pkup/van inj in clsn w 2/3whl mv nontraf, init"
1594,V52.2XXD,"Prsn outsd pkup/van inj in clsn w 2/3whl mv nontraf, subs"
1595,V52.2XXS,"Prsn outsd pkup/van inj in clsn w 2/3whl mv nontraf, sqla"
1596,V52.3XXA,"Occup of pkup/van inj in clsn w 2/3whl mv nontraf, init"
1597,V52.3XXD,"Occup of pkup/van inj in clsn w 2/3whl mv nontraf, subs"
1598,V52.3XXS,"Occup of pkup/van inj in clsn w 2/3whl mv nontraf, sequela"
1599,V52.4XXA,"Prsn brd/alit pkup/van injured in clsn w 2/3whl mv, init"
1600,V52.4XXD,"Prsn brd/alit pkup/van injured in clsn w 2/3whl mv, subs"
1601,V52.4XXS,"Prsn brd/alit pkup/van inj in clsn w 2/3whl mv, sequela"
1602,V52.5XXA,"Driver of pkup/van inj in clsn w 2/3whl mv in traf, init"
1603,V52.5XXD,"Driver of pkup/van inj in clsn w 2/3whl mv in traf, subs"
1604,V52.5XXS,"Driver of pkup/van inj in clsn w 2/3whl mv in traf, sqla"
1605,V52.6XXA,"Pasngr in pkup/van inj in clsn w 2/3whl mv in traf, init"
1606,V52.6XXD,"Pasngr in pkup/van inj in clsn w 2/3whl mv in traf, subs"
1607,V52.6XXS,"Pasngr in pkup/van inj in clsn w 2/3whl mv in traf, sqla"
1608,V52.7XXA,"Prsn outsd pkup/van inj in clsn w 2/3whl mv in traf, init"
1609,V52.7XXD,"Prsn outsd pkup/van inj in clsn w 2/3whl mv in traf, subs"
1610,V52.7XXS,"Prsn outsd pkup/van inj in clsn w 2/3whl mv in traf, sqla"
1611,V52.9XXA,"Occup of pkup/van inj in clsn w 2/3whl mv in traf, init"
1612,V52.9XXD,"Occup of pkup/van inj in clsn w 2/3whl mv in traf, subs"
1613,V52.9XXS,"Occup of pkup/van inj in clsn w 2/3whl mv in traf, sequela"
1614,V53.0XXA,"Driver of pkup/van inj pkup truck, pkup/van nontraf, init"
1615,V53.0XXD,"Driver of pkup/van inj pkup truck, pkup/van nontraf, subs"
1616,V53.0XXS,"Driver of pkup/van inj pkup truck, pkup/van nontraf, sqla"
1617,V53.1XXA,"Pasngr in pkup/van inj pkup truck, pkup/van nontraf, init"
1618,V53.1XXD,"Pasngr in pkup/van inj pkup truck, pkup/van nontraf, subs"
1619,V53.1XXS,"Pasngr in pkup/van inj pkup truck, pkup/van nontraf, sqla"
1620,V53.2XXA,"Prsn outsd pkup/van inj pkup truck,pkup/van nontraf, init"
1621,V53.2XXD,"Prsn outsd pkup/van inj pkup truck,pkup/van nontraf, subs"
1622,V53.2XXS,"Prsn outsd pkup/van inj pkup truck,pkup/van nontraf, sqla"
1623,V53.3XXA,"Occup of pkup/van inj pkup truck, pkup/van nontraf, init"
1624,V53.3XXD,"Occup of pkup/van inj pkup truck, pkup/van nontraf, subs"
1625,V53.3XXS,"Occup of pkup/van inj pkup truck, pkup/van nontraf, sqla"
1626,V53.4XXA,"Prsn brd/alit pkup/van inj pickup truck, pkup/van, init"
1627,V53.4XXD,"Prsn brd/alit pkup/van inj pickup truck, pkup/van, subs"
1628,V53.4XXS,"Prsn brd/alit pkup/van inj pkup truck, pkup/van, sequela"
1629,V53.5XXA,"Driver of pkup/van inj pkup truck, pkup/van in traf, init"
1630,V53.5XXD,"Driver of pkup/van inj pkup truck, pkup/van in traf, subs"
1631,V53.5XXS,"Driver of pkup/van inj pkup truck, pkup/van in traf, sqla"
1632,V53.6XXA,"Pasngr in pkup/van inj pkup truck, pkup/van in traf, init"
1633,V53.6XXD,"Pasngr in pkup/van inj pkup truck, pkup/van in traf, subs"
1634,V53.6XXS,"Pasngr in pkup/van inj pkup truck, pkup/van in traf, sqla"
1635,V53.7XXA,"Prsn outsd pkup/van inj pkup truck,pkup/van in traf, init"
